id_avis,id_restaurant,nom_utilisateur,note_restaurant,date_avis,titre_avis,contenu_avis
49,4,julie,5.0,Rédigé le 10 janvier 2024,Très bien,"Nous avons passé un très bon moment pour le dîner ! Le cadre est vraiment très beau. Les entrées, le plat et le dessert étaient vraiment très bons et avec beaucoup de saveurs. 

Le service était parfait, les serveurs très souriants et présents pour nous. On a été tout de suite bien accueillis et cela a participé aussi au fait de passer un bon moment."
50,4,Célia R,3.0,Rédigé le 3 janvier 2024,Moyen,"Déçu des quantités (entrée 2 endives on s attend à autre chose) et l association Saint jacques champignons des bois très bof. Une vue superbe, des tableaux discutables : une exibition d'hommes musclés avec des cagoules, très moyen pour les enfants.  Le panorama magnifique fait le restaurant"
51,4,Seb-around,4.0,Rédigé le 18 décembre 2023,Gourmandise panoramique,"Soirée très agréable 
Plaisir, tout d’abord d’avoir été parfaitement placés face a la baie vitrée et cette vue sur la sublime ville de Lyon.
Plaisir ensuite d’une assiette maîtrisée, Associant des saveurs classiques à des parfums plus originaux.
Le service était lui aussi au rendez-vous.
Nous avons passé une très belle soirée."
52,4,alainf692017,1.0,Rédigé le 17 décembre 2023,dîner indigne d'une table étoilée et chute du podium,"J'ai  longuement hésité avant de poster un avis sur ce restaurant,cette expérience restant encore à ce jour , traumatisante. 
Notre visite date de juillet 2022.
Si l'accueil à été correct,
la table qui nous a été imposé, pourtant réservée longtemps à l'avance,( j'avais  spécifié que si nous étions flexible sur la  date, nous souhaitions une table avec une belle vue) était située sur un podium/estrade,loin des tables offrant une vue panoramique sur Lyon... 1ere déception.
Le repas, accord mets vins, de l'amuse bouche à la sauge au dessert...nous n'avons ressenti aucun plaisir gustatif !
Une des pires expériences culinaires que nous avons vécu à ce jour!
Nous en étions presque  gêné de ne pas arriver à manger plus d'un tiers  des assiettes... 
 À la fin du ""repas"", mon épouse ,voulant redescendre du podium, a chuté et s'est retrouvée au sol au milieu de la salle !! La hauteur de la marche étant très, très,  haute. Une serveuse ayant vu la chute nous a simplement dit ""ça m'est aussi arrivée plusieurs fois... "". Résultat pour mon épouse, une fracture du col du fémur et une douleur, toujours présente.
 Il me semble que la moindre des choses aurait été que l'établissement prenne la peine de nous contacter ultérieurement pour connaître la gravité de la chute ."
53,4,Helene P,2.0,Rédigé le 16 décembre 2023,Bof bof,"Quelle déception ! Plats sans intérêt, associations hasardeuses, présentation de l’assiette brouillonne, cuissons imparfaites, absence de précision sur la carte (il aurait été cool d’indiquer que le foie gras était poêlé), service guindé voir suffisant, manque de professionnalisme (absence de pain pour le fromage, pas de couteau pour le poisson), odeur nauséeuse dans le hall et les toilettes : la totale pour une addition salée. Heureusement qu’il y a la vue !"
54,4,Guillaume P,5.0,Rédigé le 8 décembre 2023,Alchimie..Du producteur au cuisinier ..,Un restaurant sur les hauteurs de Lyon avec un panorama magnifique..une cuisine et un cuisinier qui a un amour profond des produit et des producteurs.. sa transpire a chaque assiette une volonté sans artifices d une cuisine vraie.. une mention spéciale pour le foie gras poêlé et sa brioche foie gras .. et le poireau mayonnaise huile de poireaux divin ..malheureusement le pain bao pas là hauteur et le service un peu juste en terme de professionnalisme et de présentation des plats.. mais une volonté de bien quand même …
55,4,Hubert D,5.0,Rédigé le 24 novembre 2023,parfait,"mets delicieux  belle présentation 
service fluide
 équipe sympathique et efficace
restaurant à recommander"
56,4,Odyssey46309841381,3.0,Rédigé le 22 novembre 2023,repas décevant,"-avons attendu 1h30 avant d'être servi entre la première entrée et la seconde
-avons signalé une allergie au crustacés cela n'a pas été pris en compte nous avons fait retourner l'assiette
-foie gras servi avec une brioche garni de foie, il m'a été servi l'entame qui n'avait pas de garniture et après l'avoir fait remarquer il m'a été répondu qu'il allait dire en cuisine de garnir jusqu'au bout la brioche, mais on ne m'a pas proposé un autre morceau. 
- Et enfin nous avons eu la soupe à la grimace suite à nos réflexions.
Conclusion : repas pas très Cool  et bien  moyen pour le prix."
57,4,Martine M,2.0,Rédigé le 25 octobre 2023,Mauvaise expérience gastronomique!,"Nous sommes très déçus! loin d'être à la hauteur de la réputation de Tetedoie !  Nous avons déjeuné récemment au Bistro gastronomique Tetedoie . Etablissement peu accueillant, service manque de professionnalisme, aucun sourire aucun mot  sympathique désagréable!  l'attente de plus 20mn pour nos entrées aucune explication! Certes, les plats étaient raffinés mais les portions ridicules (Plats servis avec un seul  petit filet de saumon pour le  Magret de canard 4 x petits filets plus petits légumes ! ) Oui les saveurs étaient présentes, comme la saveur de la facture douloureuse, d'ailleurs ! qui ne nous à pas été délivrée ! 
Etablissement à éviter!!!"
58,4,Gloria W,2.0,Rédigé le 19 octobre 2023,Gardez vos sous,"Un restaurant gastronomique étoilé qui sert des plats sans originalité, sans créativité, ""bons mais sans plus"". La description des plats étaient incomplètes et je me suis retrouvée à manger un rognon en pensant que c'était un champignon...

Le tout avec un accueil qui laisse fortement à désirer (l'attente alors que la table était réservée et probablement déjà prête, l'hôtesse d'accueil beaucoup trop familière pour ce type d'établissement) et une vaisselle abîmée et des traces de doigts sur les assiettes.

Deux couverts pour près de 400 euros, le rapport qualité prix n'y est pas du tout !

Extrêmement déçue de l'expérience, je n'y retournerai pas."
59,4,Hedone37,2.0,Rédigé le 15 octobre 2023,Décevant,"Des attitudes de service inacceptables dans un établissement de cette renommée. A l’arrivée nous sommes parqués à la réception pendant 15 min, une odeur désagréable se dégage, nous profitons de la conversation : une cliente exprime qu’elle a eu l’occasion de rencontrer M. Tetedoie et que cela lui ferait plaisir de le voir. La réceptionniste le contact et semble devoir avoir à se justifier « que voulez vous les gens vous reconnaissent vous êtes une star » sur un ton surprenant et des plus familier. La conversation laisse entendre le désintérêt manifeste de M. Tetedoie pour venir à la rencontre de ses clients. Cela commence bien. Le repas débute on nous sert une coupelle de mélisse fraîchement coupée sans aucun travail, aucune préparation. Étonnant. Quand nous exprimons notre surprise il nous est répondu « ça n’est pas du goût de tout le monde » en effet … ensuite vient l’entrée des poireaux, nous attendions un plat un peu plus travaillé et ambitieux que des poireaux, suivi d’un lapin à la moutarde.. savoureux mais rien d’extraordinaire. Le dessert était bon mais la aussi sans grande surprise. Bref à près de 200 eur par personne vous profiterez de la vue, du prestige du lieu mais pour en avoir pour votre argent mieux vaut passer son chemin. La vaisselle est ébréchée, des traces de doigts dans les assiettes comme vu dans d’autres avis  et M Tetedoie n’a pas daigné passer une tête en salle même auprès de la personne qui semblait le connaître…"
60,4,Meander50517985182,3.0,Rédigé le 8 octobre 2023,"Déçu par rapport à  d,autres tables  🌟","Très bel endroit mais dommage pour un chef etoile que le personnel ne soit pas à la hauteur . Manque de sourires être à l,écoute lorsque qu,on attend la boisson  pour accompagner le plat deja servi dans l,assiette qui reftoidi que le temps passe.. les plats étaient bons mais dans l,ensemble pour un repas gastronomique je ne recommandrai pas. 
En plus en vérifiant la note sur un supplément en éyant pris le fromage qui faisait 12€ par personne nous étions 6  ils avaient compté 16€. Après l,avoir dit ils ont remboursé."
61,4,Celine n,5.0,Rédigé le 6 octobre 2023,Toujours la même magie,"toujours la même magie du lieu mais également des plats . 
Des produits d’exception très bien mis en musique à prix très abordables"
62,4,Fred B,2.0,Rédigé le 5 octobre 2023,Les étoilés pour moi c’est fini,"Il sont passés où le talent et la générosité de notre gastronomie française, l amour de ce métier et des gens qui franchissent votre porte avec encore quelques espoirs de frôler le merveilleux….Fini pour moi les étoilés , c’est le 2ème coup sur coup ou des 2 pigeons , moi et celui de l assiette c’est bien moi le plus gras : des quantités ridicules qui amènent le prix au poids à celui de l uranium enrichi, tout respire la prétention et la suffisance jusqu’au fameux chef qui traverse 5 fois la salle sans jamais lever la tête, et s il a quelques mots ce ne sera que pour ce qui semble être un journaliste planté dans le hall. Je ne comprends pas, ce n’est plus qu un business, elles sont où les mères de Lyon, les Fernand Point, les Escofier….tout n’est plus qu un décor avec des gens qui font semblant : semblant d aimer leur métier, semblant d aimer le produit et semblant d aimer les gens. J’ai encore perdu 450 euros pour espérer atteindre un truc qui n existe plus"
63,4,Corinne,5.0,Rédigé le 1 octobre 2023,Un repas merveilleux et un service exceptionnel,"A chaque visite à Lyon nous venons au restaurant gastronomique, pour le cadre magnifique , le service exceptionnel et élégant, et le repas superbe. Le plat signature de M. Tetedoie est une merveille ! Nous avons bcp apprécié la nouvelle carte, particulièrement l entrée magnifique. Le service et les conseils du sommelier M Florian Magand ont été très appréciés , un grand merci :) clin d œil au chihuahua adorable ! Nous reviendrons , c est évident , et le recommandons les yeux fermés , comme le rooftop et le bistrot, pù Qualité, Accueil et Savoir-Faire ne sont pas des mots en l air"
64,4,Roland B,5.0,Rédigé le 29 septembre 2023,A ne pas manquer,"Très bel endroit avec une vue imprenable sur la ville de Lyon.
Accueil parfait ,nous avons parfaitement apprécié l'ensemble de l'équipe de service. 
Les plats étaient excellents et parfaitement présentés. 
Nous étions six personnes et nous avons tous apprécié ce grand restaurant."
65,4,Fifi F,5.0,Rédigé le 28 septembre 2023,À faire et refaire,"Un bonheur pour les yeux et le palais 
Service impeccable bon timing entre chaque plat
Personnel attentionné"
66,4,jacquelineM,4.0,Rédigé le 21 septembre 2023,Un agréable moment de dejeuner,"Excellent déjeuner malgré une petite aventure au niveau de l entrée « tagliatelles de poireaux » mais très vite réparée par une Maitre d hôtel Catarina, qui, avec délicatesse et professionnalisme m a rapporté un excellent plat de girolles. ….
Je félicite cette jeune femme pour sa gentillesse et son « son œil avisé » sur le service.  Donc 5 étoiles pour le service…..
La cuisine était aussi excellente.  Riz de veau parfaitement cuits,  remarquable dessert, et café gourmand bien apprécié …
Un joli moment de déjeuner"
67,4,Eric S,2.0,Rédigé le 14 septembre 2023,Cadre magnifique Ms Déçus par le restaurant gastronomique,"Accueil par une hôtesse un peu hautaine. Il aurait été agréable de se voir proposer un apéritif pendant ce temps d’attente sur la terrasse. 
Apéritifs proposés après les amuse bouche, et après avoir réclamé. 
Serveur peu avenant et qui était guère enchanté que notre fille ne prenne pas le menu comme nous. 
Pas d’explication de la carte. 
Explications des plats par une fille charmante Ms peu compréhensible. 
Même si les plats sont bien fait le rapport qualité prix n’y est pas et n’est pas à la hauteur de ce qu’on s’attendait pour un établissement de cette catégorie. On a plus payé pour le cadre et la vue que pour la qualité gustative et le service. 
55€ pour 6 morceaux de cochon(lard) sur du melon rôti. Nous avons été déçus…"
68,4,Myriam D,1.0,Rédigé le 4 septembre 2023,Très déçu,"À fuir , la dame qui nous a « accueilli » était très hautaine et méprisante. Gros manque de professionnalisme"
69,4,Emma2606_12,5.0,Rédigé le 1 septembre 2023,Dominer la capitale de la gastronomie en se régalant,"Parfait déjeuner pour les 16 ans de notre fille, sur le rooftop.
Plats délicieux, service attentionné : tout était parfait."
70,4,Jean Marc D,3.0,Rédigé le 18 août 2023,Le personnel de salle ne mérite pas la cuisine qu'ils servent.,"J'y suis allé à l'occasion des 90 ans de mon père 

Personnel d'accueil (hôtesses, voiturier) charmants.
Cuisine innovante, faisant sortir nos papilles de notre zone de confort.

Seulement voilà, un personnel de salle méprisant et non professionnel a suffit à anéantir l'expérience : 
Non explication du menu,
Carte des vins retirée alors que nous venions de préciser que nous voulions accompagner notre repas de fin au verre,
Un temps infini pour récupérer la dite carte
Explication des plats effectuée par dessus la jambe par rapport aux autres tables,
Garniture pour mon plat donné à ma voisine rectification à contre cœur de chef de rang, pas d'excuses..
J'étais avec des personnes âgées qui n'ont malheureusement plus l'appétit de leur 20 ans, mais ce n'est pas une raison.
Y retournerais je?
Ben non.
Ceci juste à cause du service."
71,4,GhislainMo,5.0,Rédigé le 14 août 2023,A la hauteur de mes attentes,Fabuleux restaurant gastronomique lyonnais. De la très haute couture et des employés très sympathique et mention spéciale au sommelier
72,4,Monique R,5.0,Rédigé le 11 août 2023,Excellent 👌,La cuisine est équilibrée les goûts aussi nous avons adoré de l’entrée au dessert le menu de la semaine est bon rapport qualité prix d’après moi cependant je trouve le vin cher nous avons apprécié l’attention portée pour l’anniversaire de notre fils ❤️
73,4,marc j,5.0,Rédigé le 6 août 2023,Ideal pour manger avec la vue sur Lyon,"accueil chaleureux, très bonne cuisine, service parfait. Rien de négatif. Voiturier prend en charge votre véhicule."
74,4,Rich-77,2.0,Rédigé le 30 juillet 2023,Des bonnes plats mais le rapaort qualité prix n'est pas la.,"Il faut faire la distinction entre le resto gastronomique de la bistrot. J'ai l'impression que le bistrot est un bon rapport qualité prix, mais le resto gastronomique est l'inverse. Je parle de mon expérience a la restaurant gastronomique.  Certes, des bonnes plats mais très cher par rapport de la manque de quantité. Malgré une réservation il faut attendre sur la terrasse, ce sans invitation de prendre une apéro. Puis des portions minime, des bonnes produits bien cuisiné mais des prix ridicule par rapport la quantité et souvent sans accompagnement. Par exemple 58 euros pour 4 lamelles fine de canard. Une menu ""complet"" a 140 euros ou il faut ajouter 55 euros pour le homard et 12 pour le fromage. Ce qui n'est par problématique eu même mais ça rendre la compréhension du menu difficile. En sommaire, des bonnes plats mais devrait être  30% moins cher, et une organisation et service un peu en dessous de mes expectations pour une tel restaurant.  Il y a pas mal des restaurants gastronomique est  mieux a Lyon pour ce prix."
75,4,Catherine P,4.0,Rédigé le 19 juillet 2023,Beau et bon restaurant,Endroit magnifique avec une vue exceptionnelle ! Beau moment à la terrasse du bistrot et un repas toujours très raffiné (attention à la température de l’eau en carafe surtout en cette saison)
76,4,David R,4.0,Rédigé le 12 juillet 2023,Expérience inoubliable,Une première expérience au bistrot fort agréable pour une date particulière pour mon épouse et moi-même. Un dîner qui s'est déroulé parfaitement. Un menu succulent et raffiné servi par un personnel fort sympathique et qui s'est terminé par une surprise très appréciée pour nos noces de porcelaine. Un grand MERCI à tous.
77,4,F P,5.0,Rédigé le 29 juin 2023,Excellents vins et cadre agréable,"Soirée délicieuse face à la vue magnifique. Tout était parfait, les plats, le service, l'accueil. Merci à toute l'équipe, sans oublier le voiturier d'une gentillesse exceptionnelle !"
78,4,TiagoSantiago2040,2.0,Rédigé le 28 juin 2023,fuyez,repas offert valeur plus de 400 euros et quelle deceptiobn...une sardine pour la 1ere entree...2e grenouille et en remplacement poireau....... le reste n'a rien rattrappé grosse grosse deception...honteux
79,4,AnneDA69,2.0,Rédigé le 20 juin 2023,Des étoiles qui ne se méritent pas !!!,"Quelle déception ... des étoiles qui ne se méritent pas !! Un repas offert par notre fils qui était si fier de nous faire goûter la cuisine de ce soit disant grand chef ... Plats proposés trés moyens, avec une qualité et une présentation peu dignes d'un chef étoilé ! Les plats présentés par les candidats de Top Chef sont nettement plus beaux, plus goûteux et font beaucoup plus envie !! Par contre si on ne retrouve pas les étoiles dans les plats elles sont bien présentent dans le prix ... beaucoup de chichis et de manières pour nous en mettre plein la vue, mais personnellement ce n'est pas ce que l'on recherche quand on va dans un tel établissement ... Nous avons également eu droit à une araignée énorme sur notre table et pour ma part, le petit plus, une fourmi dans mon assiette !! (on imagine l'état des cuisines ...) Cela est vérifiable puisque la salle de restaurant est sous caméra ... d'ailleurs, est-ce bien légal de filmer les clients ?? Pas certaine car je sais que la législation est stricte dans les lieux qui accueillent du public, toujours est-il que cela n'est pas agréable..."
80,4,Dream790657,1.0,Rédigé le 17 juin 2023,Déploie,"Une vrai déception. Sans prendre l'apéritif, nous avons attendu deux heures avant d'avoir le premier plat. Aucune explication de la part du serveur alors que nous avons posé la question. Les quantités minimes pour les entrées et viandes. Seul les desserts ont relevé un peu le niveau. Le cadre magnifique. Mais quand nous faisons un restaurant gastronomique c'est dans l'assiette que l'on juge. Nous ne recommandons absolument pas cet établissement. Nous avons payé très cher pour ce que nous avons eu."
81,4,Dom,5.0,Rédigé le 15 juin 2023,Très belle découverte,"Une très belle découverte aussi bien pour la vue que dans l’assiette 
Excellent service 
A recommander"
82,4,herve59493,1.0,Rédigé le 12 juin 2023,Déception - pas d accueil - 2nd rang malgré une réservation 3 mois - pas de prise de commande de l apéritif etc,Pas de re service du vin car pas sommelier - double facturation du champagne rose - aucune écoute de notre vis.  « Ce n’est pas grave »
83,4,Annick Q,3.0,Rédigé le 9 juin 2023,Dommage !!!!!!!!!!!,"Formule Kdo déjeuner : Bel endroit, service impeccable, mais déjà on ne nous propose pas d'apéritif, même en supplément, entrée : sardines crues sans alternative le chef l'impose, choix 2 plats Ok mais portion minime de saumon, fromage déjà coupé et sec, bon dessert, bon café et ses mignardises et vins imposés.
Globalement déçus. Question :  faut il monter en gamme pour avoir envie de revenir ??"
84,4,Marc M,5.0,Rédigé le 5 juin 2023,Prendre de la hauteur,"Dans un cadre magnifique, une équipe en salle attention, un grand moment de gastronomie avec de belles découvertes d’accord et très bon conseil du sommelier"
85,4,Nature,5.0,Rédigé le 2 juin 2023,Parfait !,"Expérience très appréciable pour cet établissement où tout est cuisiné avec justesse.
Service irréprochable avec une vue magnifique. 
Nous reviendrons avec grand plaisir. 
Merci pour cette passion pour la gastronomie française."
86,4,Sightsee22755337421,2.0,Rédigé le 29 mai 2023,Repas banal et cher,"Belle terrasse mais repas cher et insipide ! Entrée minimaliste et truite sans goût , prix des vins excessif! Il manque la qualité et le goût !
Par contre terrasse et personnel agréable"
87,4,Brigitte L,3.0,Rédigé le 17 mai 2023,Déception chez Têted'oie,"Cadre très agréable et voiturier apprécié
Par contre déçus par la cuisine et en particulier la truite : à peine cuite, insipide, cela ressemblait à du poisson pané !"
88,4,Ignazio A,5.0,Rédigé le 15 mai 2023,Un équilibre des saveurs depuis un belvédère saisissant.Un accueil très professionnel et un service attentionné.,Les plats servis sont fins et savoureux.Un mélange équilibre des saveurs La vaisselle est très belle.Cuisson juste. Recettes originales.
89,4,CHG74000,4.0,Rédigé le 14 mai 2023,"Agréable moment, petite déception au niveau rapport qualité prix","Très belle vue imprenable sur Lyon, bel endroit, service agréable, menu surprise en 4 services, un regret ne pas avoir accepté la proposition du Maître d’hôtel quand à sa présentation. Pour avoir consulter le site on ne s’attendait pas à un plat de poisson avec du maquereau et en plat principal à une petite cuisse de pigeon rosé. Comme d’autres commentaires, petites quantités pour l’ensemble des plats et concernant l’accord mets et vins, une flûte de champagne aurait été tout autant appréciée qu’un kir sucré, seul le Chardonnay du Languedoc a retenu notre attention. Le dessert était à la hauteur de nos attentes. 
Ce moment restera un bon souvenir, nous n’avons pas la chance de manger dans un tel endroit si souvent."
90,4,Olivier R,4.0,Rédigé le 14 mai 2023,Une affaire de plumes ...,"L'endroit tranquille et la vue en hauteur sur la ville, bien sûr. Le personnel aussi, nombreux et attentifs, sans reproches. Les vins d'excellente tenue, même ceux servis au verre. Un Champagne, du tonnerre. Tout ceci compose dans une ambiance calme et feutrée des plus agréables, une addition salée à la hauteur du standing recherché. 
Mais il ne faut pas oublier qu'on est là, dans un restaurant. Et qu'on est là en principe pour manger. Et en principe, très bien. 
On ne peut pas tout avoir ! 
Car les quantités servies sont pingres, avaricieuses ( les mini morceaux de fromage sont risibles ), et que les mets cuisinés, genre guacamole ou purée, c'est dire qu'on ne s'y casse pas trop la tête, ne délivrent aucune saveur exceptionnelle. Heureusement que le pain est abondant et bon ! 
L'impression conféré au client par un minuscule morceau de pigeon, servi quasiment cru, plat principal s'il vous plaît, est précisément d'être pris pour un des ces volatils plumés. 
Que diable à ce niveau de prix, un peu de générosité pour que la faim et la fin du dîner ne se confondent pas !"
91,4,SULLIVAN69,3.0,Rédigé le 9 mai 2023,La vue certes mais cela ne suffit pas ...,"Un restaurant étoilé avec une vue unique sur Lyon est normalement le gage d'un bon moment culinaire.  Cependant, une cuisine sans grande saveur (et pourtant avec un menu à 140€/personne), une accoustique décevante et un service dépassé et désorganisé, ont complètement gâché ce moment. Michelin devrait revoir ses critères d'appréciation."
92,4,Maryline S,5.0,Rédigé le 5 mai 2023,Restaurant à recommander,"Restaurant et terrasse très agréables repas original et très bon,accueil et service parfaits
Vue imprenable sur Lyon"
93,4,Patrick J,1.0,Rédigé le 2 mai 2023,"Très bien en couple, nul de chez nul pour chercher à réserver pour un groupe. On nous ""balade ""avec la ""commerciale "" qui est in","Autant on y mange très bien.
Ce restaurant est sublime quand on y va en couple...
Nous voulions réserver pour 16 personnes dans 8 semaines. On nous dit qu'il faut rappeler la commerciale sur un 04 !!  A partir de mardi matin 9h. Je rappelle le mardi, et malgré mes ""x"" coups de fil (ou personne ne répond et les messages laissés ) vers 10h toujours pas de nouvelles. Je rappelle vers 10h le restaurant, où là après m'avoir faire patienter 5mn, on me dit ""elle arrive "" , pour me dire ensuite ""il n'y a plus de place ""!!!...😡
C'est la 2ème fois que l'on a des problèmes pour réserver pour un groupe...
Resto super, administratif et gestion pour groupe nul de chez nul."
94,4,Journey824454,3.0,Rédigé le 29 avril 2023,Déception,"Certes une vue imprenable sur Lyon !!  C'est avant tout ce que l'on retiendra de ce restaurant avec un déjeuner, menu découverte,  plutôt décevant : Entrées et plats principaux servis en mode micro-portions sans grande originalité au niveau des saveurs , en particulier très petit morceau du pigeon servi , avec pour seul accompanement une mini endive simplement braisée !  Par contre excellents desserts  et service impeccable ...
En résumé , un  rapport qualité /prix pas du tout en adéquation , et un reel manque d'effet ""surprise"" pour un restaurant  gastronomique  ...."
95,4,LouisFra,3.0,Rédigé le 26 avril 2023,Service et accueil à revoir,"Rien à redire sur la cuisine en elle-même, mais le service n'est clairement pas à la hauteur, nous avons pris 3 menus découverte en 3 services.

Cela commence avec le serveur qu'on a l'impression de déranger dès qu'on demande quelque chose, et qui tire la tronche tout le long du dîner, on peut avoir des jours ""sans"" mais dans un tel cadre ne rien laisser transparaître est juste la base, sinon on reste chez soi.

Nous commandons des flûtes de champagne, une flûte est bien moins remplie que les autres et la bouteille se termine, un des serveurs a quand même eut le culot de quasiment s'accroupir pour regarder le niveau du verre et nous demander ""ça vous convient ?"", A quel moment pensez-vous que cela va nous convenir, c'est juste honteux dans un tel lieu de poser ce genre de question et s'il se pose lui-même la question, c'est que ça ne va pas...

Pour je ne sais quelle raison nous n'avons pas eut de mignardises, alors même que nous avons pris des cafés, sûrement que le serveur devait avoir une dent contre nous et l'envie de rentrer chez lui, en effet, vers 23h il ne restait que 3 tables dont la notre, on vous fait bien sentir qu'il faut partir, le serveur vous tourne autour et attends à quelques pas de la table pendant que la salle est nettoyée etc (ce qui est normal).

Bref, on finit par partir, et à l'accueil, on demande si nous pouvons laisser un pourboire pour le voiturier car nous n'avons pas d'espèces, on nous réponds que oui pas de souci, puis nous divisons la note en 2, une première personne paie en laissant un bon pourboire, déjà la personne à l'accueil veut le déduire de la note du second au début, donc on explique que non, sinon il n'y a plus de pourboire et la seconde personne laisse également un pourboire. Nous arrivons donc vers le voiturier et lui expliquons que nous avons laissé un pourboire pour lui par CB à l'accueil et quelle ne fut pas notre surprise de vite comprendre que ce ne sera pas du tout pour lui mais que ce n'est pas grave, bref le niveau n'est clairement pas là, j'ai plusieurs amis qui ont travaillé ici en cuisine et en salle il y a plusieurs années et bien le niveau s'est grandement dégradé depuis, ils n'en revenaient pas..."
96,4,Cyril B,5.0,Rédigé le 24 avril 2023,Dîner pour nos noces de cire.,"Très bel endroit, vue imprenable sur Lyon.
Cuisine excellente et variée, belle présentation.
Service au top, chef présent et abordable. 
La salle et très belle et spacieuse.
Je recommande cet endroit magnifique."
97,4,Sightseer766194,4.0,Rédigé le 17 avril 2023,Moment privilégié avec une vue imprenable,"Endroit fabuleux ! Vue imprenable sur Lyon. Déco contemporaire mais cosy. Ambiance de la salle très agréable. Personnel pro, attentionné, sympathique.
Mets succulents en quantité suffisante.
Merci !"
98,4,raydonovan71,3.0,Rédigé le 10 avril 2023,"A faire une fois, pour la vue.","La vue est certes superbe, les différents plats sont très bons (mention spéciale pour le dessert), bien présentés, mais à 200€ par personne boissons comprises (menu inspiration), on s'attend à avoir quelques produits nobles dans l'assiette, des portions un peu moins microscopiques, et des vins un peu supérieurs à ceux imposés. La salle devrait être rafraichie et les couverts remplacés. L'accueil est correct, le service attentif et le personnel professionnel."
99,4,Catherine R,2.0,Rédigé le 6 avril 2023,Magnifique lieu mais cuisine décevante,"Très belle salle et vue sur lyon. 
Mais déçues par la cuisine, peu de saveur, fade, peu de surprises, particulièrement le plat principal: 2 petites cuisses de pigeon, juste rôties avec une endive braisée et un peu de sauce."
100,4,Mireille T,3.0,Rédigé le 5 avril 2023,Plats froids,"Plats et accompagnements servis froids. Odeur d égouts dans les toilettes et les couloirs.  Belle vue, personnel sympathique."
101,4,accolay,3.0,Rédigé le 29 mars 2023,Je veux pas tirer sur l'ambulance mais ....,"déçu aussi ...
Ca manque de saveurs ...c'est long au niveau du service ! 
La salle est jolie , les assiettes sont jolies ...mais on attend d'un restaurant étoilé que ce soit excellent ou  très bon , ce qui n'était  pas le cas lors de mon passage ! 
J'avais déjà été déçu de ma dernière visite il y a quelques années !"
102,4,claralice-lyon,3.0,Rédigé le 6 mars 2023,Déception,"Nous sommes habitués des belles tables et quelle déception que celle proposée par Christian Têtedoie !
Nous avions opté pour le menu Découverte en 4 services avec accord mets/vins.

Mises en bouche très simples et peu savoureuses.
Entrée ""oignon jaune comme une soupe"" bon, mais rien d'exceptionnel.
Truite aux amandes très fade. Saucière mise à disposition mais peu d'intérêt d'en rajouter car cela masque le peu de goût de l'ensemble
Pigeon avec sa Carmine poêle. Aucun intérêt. Bon. Mais comme un grand nombre de restaurants pourrait le proposer.
Le dessert : notre seul enchantement avec le chocolat Duarta, estragon, cacao. Vraiment délicieux.
Le pain pour accompagner le repas, très basique. Pas de beurre.
L'accord mets/vins avec uniquement 1 coupe apéritive et 2 vins différents. Nous aurions préféré des verres moins remplis mais plus nombreux apportant une saveur différente en fonction du plat dégusté.

Pas de chef un vendredi soir mais personnel très agréable et une vue exceptionnelle.
Ce restaurant n'est pas à la hauteur de son étoile pour la qualité des plats présentés."
103,4,Eric N,4.0,Rédigé le 16 février 2023,Expérience culinaire Lyonnaise,"Nous avons dîné avec notre fille de 7 ans chez Christian Têtedoie. Le cadre est vraiment magnifique avec une vue hors du commun sur la capitale des Gaules. Je vois pas mal de commentaires negatifs sur le service,  pour notre part nous lavons trouvé très bon. Une brigade affairée et a l'écoute des clients. Échanges informels avec le chef pour nous et notre fille a été invitée en cuisine durant le service. On kiffe !
Le seul bémol serait peut être sur la cuisine elle-même. Nous avons très bien mangé et nous ne trouvons pas les parts soient trop petites non plus. Mais vu le niveau, l'exigence est de mise. On reprochera donc une certaine simplicité dans la présentation des plats ex la Saint jacques travaillée en coquille et qui finit dans notre assiette juste sous forme d'une brochette avec une sauce -excellente du reste- Ou la viande arrivant sous cloche (top ceremonial) pour dévoiler un petit morceau de cote de boeuf accompagné d'une purée de panais et de salsifis laqués... un peu déceptif...
Les amuses bouches nous ont laissé un peu sur notre faim quant a leur originalité également 
Les pré desserts et desserts étaient parfaits pour nous.
Au final une très belle soirée un peu exagérée niveau prix à l'aune des remarques ci-dessus"
104,4,ch.S,3.0,Rédigé le 3 février 2023,Déçus,"Un accueil  en salle plutôt froid, un service irréprochable malgré une incompréhension due au barage de la langue,dommage. 
La  cuisine manque de gourmandise avec des erreurs dans les assaisonnements,la cuisson. Fort heureusement les desserts ont rehaussé le repas,bien que l'on ait trouvé dommage de ne pas en avoir libre choix sur un menu en 4 services ,si avec supplément, comme le café dont l'origine nous a été imposée alors que la carte en propose plusieurs au même prix.
Nous n'avons pas retrouvé le restaurant que nous avions découvert il y a quelques années,le but de notre visite ,dont les plats avaient suscité en bouche un feu d'artifice  par leur saveurs,leur complexité.
La salle est toujours magique mais semble  bien vide quand le contenu est appauvri...."
105,4,loulou,2.0,Rédigé le 2 janvier 2023,Va perdre son étoile,"Va perdre son étoile. 
Service débordé 
Plus d'amuses gueules digne de ce nom 
Pas de beurre 
Pain moyen 
Odeur d'égout,  très gênant. 

Bref,  ne mérite plus son étoile. 
Dommage on aimait beaucoup cette table"
